country,year,population,sex,age, gdp_for_year ($) ,HDI for year,gdp_per_capita ($),generation,suicides/100k pop,suicides_no,region_y,sub-region_y
Barbados,1985,22000.0,male,25-34 years,"1,417,575,550",0.7,6137.0,Boomers,4.55,1.0,Americas,Latin America and the Caribbean
Barbados,1985,26000.0,female,15-24 years,"1,417,575,550",0.7,6137.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,24000.0,female,35-54 years,"1,417,575,550",0.7,6137.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,24000.0,female,5-14 years,"1,417,575,550",0.7,6137.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,19000.0,female,55-74 years,"1,417,575,550",0.7,6137.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,7000.0,female,75+ years,"1,417,575,550",0.7,6137.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,26000.0,male,15-24 years,"1,417,575,550",0.7,6137.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,20000.0,male,35-54 years,"1,417,575,550",0.7,6137.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1985,24000.0,male,5-14 years,"1,417,575,550",0.7,6137.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,20000.0,male,35-54 years,"1,556,321,742",,6720.0,Silent,20.0,4.0,Americas,Latin America and the Caribbean
Barbados,1986,26200.0,male,15-24 years,"1,556,321,742",,6720.0,Generation X,7.63,2.0,Americas,Latin America and the Caribbean
Barbados,1986,22000.0,female,25-34 years,"1,556,321,742",,6720.0,Boomers,4.55,1.0,Americas,Latin America and the Caribbean
Barbados,1986,22000.0,male,25-34 years,"1,556,321,742",,6720.0,Boomers,4.55,1.0,Americas,Latin America and the Caribbean
Barbados,1986,26200.0,female,15-24 years,"1,556,321,742",,6720.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,24000.0,female,35-54 years,"1,556,321,742",,6720.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,24100.0,female,5-14 years,"1,556,321,742",,6720.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,19000.0,female,55-74 years,"1,556,321,742",,6720.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,7000.0,female,75+ years,"1,556,321,742",,6720.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,24100.0,male,5-14 years,"1,556,321,742",,6720.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,13000.0,male,55-74 years,"1,556,321,742",,6720.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1986,4000.0,male,75+ years,"1,556,321,742",,6720.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,24400.0,female,35-54 years,"1,713,771,321",,7333.0,Silent,8.2,2.0,Americas,Latin America and the Caribbean
Barbados,1987,13000.0,male,55-74 years,"1,713,771,321",,7333.0,G.I. Generation,7.69,1.0,Americas,Latin America and the Caribbean
Barbados,1987,20200.0,male,35-54 years,"1,713,771,321",,7333.0,Silent,4.95,1.0,Americas,Latin America and the Caribbean
Barbados,1987,22200.0,male,25-34 years,"1,713,771,321",,7333.0,Boomers,4.5,1.0,Americas,Latin America and the Caribbean
Barbados,1987,24300.0,male,5-14 years,"1,713,771,321",,7333.0,Generation X,4.12,1.0,Americas,Latin America and the Caribbean
Barbados,1987,26400.0,female,15-24 years,"1,713,771,321",,7333.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,22200.0,female,25-34 years,"1,713,771,321",,7333.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,24300.0,female,5-14 years,"1,713,771,321",,7333.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,19300.0,female,55-74 years,"1,713,771,321",,7333.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,7000.0,female,75+ years,"1,713,771,321",,7333.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,26400.0,male,15-24 years,"1,713,771,321",,7333.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1987,4000.0,male,75+ years,"1,713,771,321",,7333.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,22400.0,male,25-34 years,"1,822,815,594",,7763.0,Boomers,22.32,5.0,Americas,Latin America and the Caribbean
Barbados,1988,20400.0,male,35-54 years,"1,822,815,594",,7763.0,Silent,14.71,3.0,Americas,Latin America and the Caribbean
Barbados,1988,13100.0,male,55-74 years,"1,822,815,594",,7763.0,G.I. Generation,7.63,1.0,Americas,Latin America and the Caribbean
Barbados,1988,26400.0,male,15-24 years,"1,822,815,594",,7763.0,Generation X,7.58,2.0,Americas,Latin America and the Caribbean
Barbados,1988,19400.0,female,55-74 years,"1,822,815,594",,7763.0,G.I. Generation,5.15,1.0,Americas,Latin America and the Caribbean
Barbados,1988,26400.0,female,15-24 years,"1,822,815,594",,7763.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,22400.0,female,25-34 years,"1,822,815,594",,7763.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,24400.0,female,35-54 years,"1,822,815,594",,7763.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,24400.0,female,5-14 years,"1,822,815,594",,7763.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,7100.0,female,75+ years,"1,822,815,594",,7763.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,24400.0,male,5-14 years,"1,822,815,594",,7763.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1988,4000.0,male,75+ years,"1,822,815,594",,7763.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1989,23000.0,male,35-54 years,"2,015,731,029",,8541.0,Silent,26.09,6.0,Americas,Latin America and the Caribbean
Barbados,1989,14000.0,male,55-74 years,"2,015,731,029",,8541.0,G.I. Generation,14.29,2.0,Americas,Latin America and the Caribbean
Barbados,1989,25000.0,male,15-24 years,"2,015,731,029",,8541.0,Generation X,12.0,3.0,Americas,Latin America and the Caribbean
Barbados,1989,23000.0,female,25-34 years,"2,015,731,029",,8541.0,Boomers,8.7,2.0,Americas,Latin America and the Caribbean
Barbados,1989,24000.0,female,15-24 years,"2,015,731,029",,8541.0,Generation X,8.33,2.0,Americas,Latin America and the Caribbean
Barbados,1989,24000.0,male,25-34 years,"2,015,731,029",,8541.0,Boomers,4.17,1.0,Americas,Latin America and the Caribbean
Barbados,1989,26000.0,female,35-54 years,"2,015,731,029",,8541.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1989,22000.0,female,5-14 years,"2,015,731,029",,8541.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1989,20000.0,female,55-74 years,"2,015,731,029",,8541.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1989,8000.0,female,75+ years,"2,015,731,029",,8541.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1989,22000.0,male,5-14 years,"2,015,731,029",,8541.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1989,5000.0,male,75+ years,"2,015,731,029",,8541.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1990,5000.0,male,75+ years,"2,023,318,252",0.716,8537.0,G.I. Generation,60.0,3.0,Americas,Latin America and the Caribbean
Barbados,1990,24000.0,male,35-54 years,"2,023,318,252",0.716,8537.0,Silent,20.83,5.0,Americas,Latin America and the Caribbean
Barbados,1990,13000.0,male,55-74 years,"2,023,318,252",0.716,8537.0,G.I. Generation,15.38,2.0,Americas,Latin America and the Caribbean
Barbados,1990,24000.0,male,25-34 years,"2,023,318,252",0.716,8537.0,Boomers,8.33,2.0,Americas,Latin America and the Caribbean
Barbados,1990,26000.0,female,35-54 years,"2,023,318,252",0.716,8537.0,Silent,7.69,2.0,Americas,Latin America and the Caribbean
Barbados,1990,20000.0,female,55-74 years,"2,023,318,252",0.716,8537.0,G.I. Generation,5.0,1.0,Americas,Latin America and the Caribbean
Barbados,1990,25000.0,male,15-24 years,"2,023,318,252",0.716,8537.0,Generation X,4.0,1.0,Americas,Latin America and the Caribbean
Barbados,1990,24000.0,female,15-24 years,"2,023,318,252",0.716,8537.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1990,23000.0,female,25-34 years,"2,023,318,252",0.716,8537.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1990,22000.0,female,5-14 years,"2,023,318,252",0.716,8537.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1990,9000.0,female,75+ years,"2,023,318,252",0.716,8537.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1990,22000.0,male,5-14 years,"2,023,318,252",0.716,8537.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1991,25000.0,male,35-54 years,"2,007,109,829",,8469.0,Boomers,20.0,5.0,Americas,Latin America and the Caribbean
Barbados,1991,23000.0,male,25-34 years,"2,007,109,829",,8469.0,Boomers,17.39,4.0,Americas,Latin America and the Caribbean
Barbados,1991,20000.0,female,55-74 years,"2,007,109,829",,8469.0,Silent,15.0,3.0,Americas,Latin America and the Caribbean
Barbados,1991,24000.0,male,15-24 years,"2,007,109,829",,8469.0,Generation X,12.5,3.0,Americas,Latin America and the Caribbean
Barbados,1991,13000.0,male,55-74 years,"2,007,109,829",,8469.0,Silent,7.69,1.0,Americas,Latin America and the Caribbean
Barbados,1991,23000.0,female,25-34 years,"2,007,109,829",,8469.0,Boomers,4.35,1.0,Americas,Latin America and the Caribbean
Barbados,1991,24000.0,female,15-24 years,"2,007,109,829",,8469.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1991,28000.0,female,35-54 years,"2,007,109,829",,8469.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1991,20000.0,female,5-14 years,"2,007,109,829",,8469.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1991,9000.0,female,75+ years,"2,007,109,829",,8469.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1991,22000.0,male,5-14 years,"2,007,109,829",,8469.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1991,6000.0,male,75+ years,"2,007,109,829",,8469.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1992,26000.0,male,35-54 years,"1,950,900,000",,8129.0,Boomers,19.23,5.0,Americas,Latin America and the Caribbean
Barbados,1992,23000.0,male,25-34 years,"1,950,900,000",,8129.0,Boomers,17.39,4.0,Americas,Latin America and the Caribbean
Barbados,1992,14000.0,male,55-74 years,"1,950,900,000",,8129.0,Silent,14.29,2.0,Americas,Latin America and the Caribbean
Barbados,1992,20000.0,female,55-74 years,"1,950,900,000",,8129.0,Silent,5.0,1.0,Americas,Latin America and the Caribbean
Barbados,1992,24000.0,female,25-34 years,"1,950,900,000",,8129.0,Boomers,4.17,1.0,Americas,Latin America and the Caribbean
Barbados,1992,29000.0,female,35-54 years,"1,950,900,000",,8129.0,Boomers,3.45,1.0,Americas,Latin America and the Caribbean
Barbados,1992,24000.0,female,15-24 years,"1,950,900,000",,8129.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1992,20000.0,female,5-14 years,"1,950,900,000",,8129.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1992,9000.0,female,75+ years,"1,950,900,000",,8129.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1992,24000.0,male,15-24 years,"1,950,900,000",,8129.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1992,21000.0,male,5-14 years,"1,950,900,000",,8129.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1992,6000.0,male,75+ years,"1,950,900,000",,8129.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1993,13700.0,male,55-74 years,"2,046,189,032",,8540.0,Silent,21.9,3.0,Americas,Latin America and the Caribbean
Barbados,1993,23400.0,male,15-24 years,"2,046,189,032",,8540.0,Generation X,21.37,5.0,Americas,Latin America and the Caribbean
Barbados,1993,5300.0,male,75+ years,"2,046,189,032",,8540.0,G.I. Generation,18.87,1.0,Americas,Latin America and the Caribbean
Barbados,1993,23900.0,male,25-34 years,"2,046,189,032",,8540.0,Boomers,12.55,3.0,Americas,Latin America and the Caribbean
Barbados,1993,27400.0,male,35-54 years,"2,046,189,032",,8540.0,Boomers,10.95,3.0,Americas,Latin America and the Caribbean
Barbados,1993,18900.0,female,55-74 years,"2,046,189,032",,8540.0,Silent,5.29,1.0,Americas,Latin America and the Caribbean
Barbados,1993,22900.0,female,15-24 years,"2,046,189,032",,8540.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1993,23100.0,female,25-34 years,"2,046,189,032",,8540.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1993,29600.0,female,35-54 years,"2,046,189,032",,8540.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1993,20700.0,female,5-14 years,"2,046,189,032",,8540.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1993,9600.0,female,75+ years,"2,046,189,032",,8540.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1993,21100.0,male,5-14 years,"2,046,189,032",,8540.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1994,13500.0,male,55-74 years,"2,151,295,182",,8953.0,Silent,22.22,3.0,Americas,Latin America and the Caribbean
Barbados,1994,28600.0,male,35-54 years,"2,151,295,182",,8953.0,Boomers,17.48,5.0,Americas,Latin America and the Caribbean
Barbados,1994,18800.0,female,55-74 years,"2,151,295,182",,8953.0,Silent,10.64,2.0,Americas,Latin America and the Caribbean
Barbados,1994,21100.0,male,5-14 years,"2,151,295,182",,8953.0,Millenials,4.74,1.0,Americas,Latin America and the Caribbean
Barbados,1994,22900.0,female,25-34 years,"2,151,295,182",,8953.0,Boomers,4.37,1.0,Americas,Latin America and the Caribbean
Barbados,1994,22900.0,male,15-24 years,"2,151,295,182",,8953.0,Generation X,4.37,1.0,Americas,Latin America and the Caribbean
Barbados,1994,30700.0,female,35-54 years,"2,151,295,182",,8953.0,Boomers,3.26,1.0,Americas,Latin America and the Caribbean
Barbados,1994,22500.0,female,15-24 years,"2,151,295,182",,8953.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1994,20500.0,female,5-14 years,"2,151,295,182",,8953.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1994,9700.0,female,75+ years,"2,151,295,182",,8953.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1994,23800.0,male,25-34 years,"2,151,295,182",,8953.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1994,5300.0,male,75+ years,"2,151,295,182",,8953.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1995,23600.0,male,25-34 years,"2,261,969,870",0.731,9378.0,Generation X,29.66,7.0,Americas,Latin America and the Caribbean
Barbados,1995,30000.0,male,35-54 years,"2,261,969,870",0.731,9378.0,Boomers,10.0,3.0,Americas,Latin America and the Caribbean
Barbados,1995,22000.0,female,15-24 years,"2,261,969,870",0.731,9378.0,Generation X,9.09,2.0,Americas,Latin America and the Caribbean
Barbados,1995,13400.0,male,55-74 years,"2,261,969,870",0.731,9378.0,Silent,7.46,1.0,Americas,Latin America and the Caribbean
Barbados,1995,31800.0,female,35-54 years,"2,261,969,870",0.731,9378.0,Boomers,6.29,2.0,Americas,Latin America and the Caribbean
Barbados,1995,18700.0,female,55-74 years,"2,261,969,870",0.731,9378.0,Silent,5.35,1.0,Americas,Latin America and the Caribbean
Barbados,1995,22500.0,male,15-24 years,"2,261,969,870",0.731,9378.0,Generation X,4.44,1.0,Americas,Latin America and the Caribbean
Barbados,1995,22700.0,female,25-34 years,"2,261,969,870",0.731,9378.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1995,20400.0,female,5-14 years,"2,261,969,870",0.731,9378.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1995,9800.0,female,75+ years,"2,261,969,870",0.731,9378.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1995,21000.0,male,5-14 years,"2,261,969,870",0.731,9378.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,1995,5300.0,male,75+ years,"2,261,969,870",0.731,9378.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,20974.0,male,25-34 years,"3,121,500,000",0.753,12430.0,Generation X,19.07,4.0,Americas,Latin America and the Caribbean
Barbados,2000,37000.0,male,35-54 years,"3,121,500,000",0.753,12430.0,Boomers,8.11,3.0,Americas,Latin America and the Caribbean
Barbados,2000,20032.0,male,15-24 years,"3,121,500,000",0.753,12430.0,Generation X,4.99,1.0,Americas,Latin America and the Caribbean
Barbados,2000,40354.0,female,35-54 years,"3,121,500,000",0.753,12430.0,Boomers,4.96,2.0,Americas,Latin America and the Caribbean
Barbados,2000,19594.0,female,15-24 years,"3,121,500,000",0.753,12430.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,21656.0,female,25-34 years,"3,121,500,000",0.753,12430.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,19999.0,female,5-14 years,"3,121,500,000",0.753,12430.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,20755.0,female,55-74 years,"3,121,500,000",0.753,12430.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,8653.0,female,75+ years,"3,121,500,000",0.753,12430.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,20504.0,male,5-14 years,"3,121,500,000",0.753,12430.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,16361.0,male,55-74 years,"3,121,500,000",0.753,12430.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2000,5251.0,male,75+ years,"3,121,500,000",0.753,12430.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,16682.0,male,55-74 years,"3,116,650,000",,12348.0,Silent,5.99,1.0,Americas,Latin America and the Caribbean
Barbados,2001,37608.0,male,35-54 years,"3,116,650,000",,12348.0,Boomers,2.66,1.0,Americas,Latin America and the Caribbean
Barbados,2001,19589.0,female,15-24 years,"3,116,650,000",,12348.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,21392.0,female,25-34 years,"3,116,650,000",,12348.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,41070.0,female,35-54 years,"3,116,650,000",,12348.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,19856.0,female,5-14 years,"3,116,650,000",,12348.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,20967.0,female,55-74 years,"3,116,650,000",,12348.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,8830.0,female,75+ years,"3,116,650,000",,12348.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,19949.0,male,15-24 years,"3,116,650,000",,12348.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,20762.0,male,25-34 years,"3,116,650,000",,12348.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,20312.0,male,5-14 years,"3,116,650,000",,12348.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2001,5389.0,male,75+ years,"3,116,650,000",,12348.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,19595.0,female,15-24 years,"3,169,600,000",,12511.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,21133.0,female,25-34 years,"3,169,600,000",,12511.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,41563.0,female,35-54 years,"3,169,600,000",,12511.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,19674.0,female,5-14 years,"3,169,600,000",,12511.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,21258.0,female,55-74 years,"3,169,600,000",,12511.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,9003.0,female,75+ years,"3,169,600,000",,12511.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,19863.0,male,15-24 years,"3,169,600,000",,12511.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,20535.0,male,25-34 years,"3,169,600,000",,12511.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,38009.0,male,35-54 years,"3,169,600,000",,12511.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,20106.0,male,5-14 years,"3,169,600,000",,12511.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,17104.0,male,55-74 years,"3,169,600,000",,12511.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2002,5510.0,male,75+ years,"3,169,600,000",,12511.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,19594.0,female,15-24 years,"3,274,850,000",,12887.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,20882.0,female,25-34 years,"3,274,850,000",,12887.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,41911.0,female,35-54 years,"3,274,850,000",,12887.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,19479.0,female,5-14 years,"3,274,850,000",,12887.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,21643.0,female,55-74 years,"3,274,850,000",,12887.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,9139.0,female,75+ years,"3,274,850,000",,12887.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,19769.0,male,15-24 years,"3,274,850,000",,12887.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,20309.0,male,25-34 years,"3,274,850,000",,12887.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,38276.0,male,35-54 years,"3,274,850,000",,12887.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,19901.0,male,5-14 years,"3,274,850,000",,12887.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,17621.0,male,55-74 years,"3,274,850,000",,12887.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2003,5598.0,male,75+ years,"3,274,850,000",,12887.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,38511.0,male,35-54 years,"3,514,350,000",,13786.0,Boomers,7.79,3.0,Americas,Latin America and the Caribbean
Barbados,2004,19566.0,female,15-24 years,"3,514,350,000",,13786.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,20656.0,female,25-34 years,"3,514,350,000",,13786.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,42213.0,female,35-54 years,"3,514,350,000",,13786.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,19280.0,female,5-14 years,"3,514,350,000",,13786.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,22134.0,female,55-74 years,"3,514,350,000",,13786.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,9237.0,female,75+ years,"3,514,350,000",,13786.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,19657.0,male,15-24 years,"3,514,350,000",,13786.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,20092.0,male,25-34 years,"3,514,350,000",,13786.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,19715.0,male,5-14 years,"3,514,350,000",,13786.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,18209.0,male,55-74 years,"3,514,350,000",,13786.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2004,5655.0,male,75+ years,"3,514,350,000",,13786.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,38767.0,male,35-54 years,"3,897,300,000",0.765,15230.0,Boomers,2.58,1.0,Americas,Latin America and the Caribbean
Barbados,2005,19501.0,female,15-24 years,"3,897,300,000",0.765,15230.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,20457.0,female,25-34 years,"3,897,300,000",0.765,15230.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,42518.0,female,35-54 years,"3,897,300,000",0.765,15230.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,19101.0,female,5-14 years,"3,897,300,000",0.765,15230.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,22723.0,female,55-74 years,"3,897,300,000",0.765,15230.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,9297.0,female,75+ years,"3,897,300,000",0.765,15230.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,19524.0,male,15-24 years,"3,897,300,000",0.765,15230.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,19893.0,male,25-34 years,"3,897,300,000",0.765,15230.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,19569.0,male,5-14 years,"3,897,300,000",0.765,15230.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,18856.0,male,55-74 years,"3,897,300,000",0.765,15230.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2005,5683.0,male,75+ years,"3,897,300,000",0.765,15230.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2006,5792.0,male,75+ years,"4,246,600,000",,16531.0,Silent,17.27,1.0,Americas,Latin America and the Caribbean
Barbados,2006,38972.0,male,35-54 years,"4,246,600,000",,16531.0,Boomers,12.83,5.0,Americas,Latin America and the Caribbean
Barbados,2006,19677.0,male,25-34 years,"4,246,600,000",,16531.0,Generation X,10.16,2.0,Americas,Latin America and the Caribbean
Barbados,2006,19527.0,male,55-74 years,"4,246,600,000",,16531.0,Silent,5.12,1.0,Americas,Latin America and the Caribbean
Barbados,2006,19383.0,female,15-24 years,"4,246,600,000",,16531.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2006,20256.0,female,25-34 years,"4,246,600,000",,16531.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2006,42772.0,female,35-54 years,"4,246,600,000",,16531.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2006,18922.0,female,5-14 years,"4,246,600,000",,16531.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2006,23361.0,female,55-74 years,"4,246,600,000",,16531.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Barbados,2006,9430.0,female,75+ years,"4,246,600,000",,16531.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
